,WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,CALI,RMED,RDEP,RHOB,GR,NPHI,PEF,DRHO,DTC,SP,BS
1450,31/2-19 S,1757.6784,520094.0625,6753081.0,-1712.3693850000002,12.194107055999998,1.0186882018999999,1.1490002871,,102.24056244,0.3601422608,3.7453229426999997,-0.019175328000000002,116.64352417,157.06529236,12.250000954
1451,31/2-19 S,1757.8304,520094.0,6753081.0,-1712.488892,12.196800232000001,1.0141999722,1.149099946,,101.57990265,0.37619999049999997,4.4759998322,-0.0098,120.03260039999999,158.125,12.250000954
1452,31/2-19 S,1757.9824,520093.9375,6753081.0,-1712.608521,13.315656662,0.9715123773000001,1.1152889729000002,,97.60067749,0.4115070701,5.1973018646,-0.003217323,121.77631378,158.87303162,12.250000954
1453,31/2-19 S,1758.1344,520093.875,6753081.0,-1712.7281489999998,14.298231125,1.0055199862,1.1268385649,,105.59446716,0.42851078509999996,5.7479047775,0.005454330699999999,126.29050446,158.875,12.250000954
1454,31/2-19 S,1758.2864,520093.78125,6753081.0,-1712.847778,14.272545815,1.0173078775,1.1101330519,,115.29782104,0.4205637872,5.570827961,0.013337794699999999,129.54248047,158.19291687,12.250000954
1455,31/2-19 S,1758.4384,520093.71875,6753081.0,-1712.967407,13.86541748,1.0140357018000001,1.1110883951000001,,119.7346344,0.41327664259999997,5.5178470612,0.0150821526,128.61253357,157.01246643,12.250000954
1456,31/2-19 S,1758.5904,520093.65625,6753081.5,-1713.086914,13.0129776,0.9323852658,1.0334328413,,115.50920105,0.4300755858,5.5446367264,0.0082905516,130.84103394,156.44488525,12.250000954
1457,31/2-19 S,1758.7424,520093.59375,6753081.5,-1713.206665,13.584476470999999,0.8650598526000001,0.9913566709,,114.07995605,0.4757724404,5.3216733932,0.0060346457,133.19087219,155.51477051,12.250000954
1458,31/2-19 S,1758.8944,520093.53125,6753081.5,-1713.3261719999998,13.322086334000002,0.8760740161,0.9891293645,,128.10685729999997,0.5141944885,5.3992810249000005,0.0045275590000000004,132.00184631,155.07054138,12.250000954
1459,31/2-19 S,1759.0464,520093.46875,6753081.5,-1713.445801,13.778110504,0.8653351665000001,0.9876314998000001,,131.14976501,0.5269417167,5.535511016799999,0.0031293961,135.60649109,154.94012451,12.250000954
1460,31/2-19 S,1759.1984,520093.40625,6753081.5,-1713.56543,14.148478508,0.8899976611,0.998144865,2.104336977,135.96954346,0.4904882014,5.3243780136000005,-0.005296851,134.17861938,155.91387939,12.250000954
1461,31/2-19 S,1759.3504,520093.3125,6753081.5,-1713.685059,13.643546104,0.9621708989,1.0771766901,,137.17355347,0.4263060391,4.9421629906,-0.00968714,130.48321533,156.24179077,12.250000954
1462,31/2-19 S,1759.5024,520093.25,6753081.5,-1713.804688,12.499695778,0.9415698647,1.0743472576000002,,134.02429199,0.397505492,4.4459500313,-0.009411548,122.42572021,158.98129272,12.250000954
1463,31/2-19 S,1759.6544,520093.1875,6753082.0,-1713.924316,11.987464905,0.8925716281,1.0487283468000002,,117.47103882,0.3987338543,4.4083528519,-0.009593701,122.27452087,159.24409485,12.250000954
1464,31/2-19 S,1759.8064,520093.125,6753082.0,-1714.043823,11.976053237999999,0.8819207549,1.0483829975,,129.49765015,0.3892377913,4.0201854706,-0.013366929,122.93690491,159.12927246,12.250000954
1465,31/2-19 S,1759.9584,520093.0625,6753082.0,-1714.163574,11.974850655,0.8798661828000001,1.0510971545999999,,133.38426208,0.3667451441,3.7438204288,-0.010899213,125.01145172,159.30560303,12.250000954
1466,31/2-19 S,1760.1104,520093.0,6753082.0,-1714.2830809999998,11.971342087,0.8387811184,0.9997102618000001,2.0849921703,132.56677246,0.3773314953,3.806135416,-0.00148189,129.82531738,160.03297424,12.250000954
1467,31/2-19 S,1760.2624,520092.9375,6753082.0,-1714.402832,11.972828865,0.7776078581999999,0.9502745270999999,,137.26092529,0.40596535799999994,4.3193335533,0.0051270342,131.62895203,162.57727051,12.250000954
1468,31/2-19 S,1760.4144,520092.84375,6753082.0,-1714.522339,11.987230300999999,0.7218808532,0.8929789662000001,,141.5663147,0.48009553549999995,5.012377262099999,0.00931706,124.94782257,162.92634583,12.250000954
1469,31/2-19 S,1760.5664,520092.78125,6753082.0,-1714.641968,12.138721466,0.7072047590999999,0.8782999516,,137.53489685,0.5042700768,5.623642444600001,0.0236007869,122.95650482,162.6993103,12.250000954
1470,31/2-19 S,1760.7184,520092.71875,6753082.0,-1714.761597,12.386582375,0.7412797809,0.9277719259,,140.77619934,0.49608370659999995,5.4850816727,0.0395020992,121.96175385,162.6875,12.250000954
1471,31/2-19 S,1760.8704,520092.65625,6753082.5,-1714.8811039999998,13.638254166,0.7668824195999999,0.9511504173,,138.60617065,0.4278532863,5.097676754,0.0191706028,119.48951721,162.62828064,12.250000954
1472,31/2-19 S,1761.0224,520092.59375,6753082.5,-1715.000854,13.787120819,0.8006094694,0.9501267672,,158.52024841,0.377989769,4.1722593307,0.0051496061,117.03749847,161.62106323,12.250000954
1473,31/2-19 S,1761.1744,520092.53125,6753082.5,-1715.120361,12.433254242,0.8137128949,0.9470790029,,138.56381226,0.3551356792,3.6541192531999998,-0.005211024,117.75042725,161.26805115,12.250000954
1474,31/2-19 S,1761.3264,520092.46875,6753082.5,-1715.2401120000002,12.447252274,0.7685459852,0.9300805926000001,,116.98084259,0.34779238700000004,3.2353706360000003,-0.01566614,112.71550751,162.18963623,12.250000954
1475,31/2-19 S,1761.4784,520092.375,6753082.5,-1715.359619,12.072512627,0.7884629965000001,0.9570165277,,102.52555847,0.3384984434,3.4226257800999997,-0.028574804,115.48204803,163.18701172,12.250000954
1476,31/2-19 S,1761.6304,520092.3125,6753082.5,-1715.479248,11.998966217000001,0.8337290883,1.0300065279000001,,101.49656677,0.3587367237,3.9977166652999996,-0.017159578999999998,117.84207153,164.59317017,12.250000954
1477,31/2-19 S,1761.7824,520092.25,6753082.5,-1715.598877,12.036411285,0.8914010525,1.1142926216,,118.55583954,0.3756671846,4.8235044479,-0.00018057700000000002,120.93019104,166.08514404,12.250000954
1478,31/2-19 S,1761.9344,520092.1875,6753083.0,-1715.718506,12.141418457,0.9322866201000001,1.1638622284,,121.56420135,0.4139653444,5.1098527908,0.0105700791,124.21385956,167.75541687,12.250000954
1479,31/2-19 S,1762.0864,520092.125,6753083.0,-1715.8381350000002,12.188206673,0.9661380649,1.2753236293999999,,123.90663909999998,0.4192089438,4.8630595207,0.015747245400000002,123.22694397,169.03314209,12.250000954
1480,31/2-19 S,1762.2384,520092.0625,6753083.0,-1715.957642,12.250890732,0.9370955229000001,1.1964081526,,133.70230103,0.4189380705,4.3658375739999995,0.0184097122,120.89392853,170.16436768,12.250000954
1481,31/2-19 S,1762.3904,520092.0,6753083.0,-1716.077393,12.434708595,0.9126661420000001,1.1559425592,2.145024538,121.25842285,0.4124512076,4.0416545868,0.0080976374,116.43210602,170.01968384,12.250000954
1482,31/2-19 S,1762.5424,520091.90625,6753083.0,-1716.1968989999998,12.291719437000001,0.8342776895,1.0361577272,,112.22922516,0.3972936869,3.9344391823000002,-0.005385302,115.40039825,171.37796021,12.250000954
1483,31/2-19 S,1762.6944,520091.84375,6753083.0,-1716.316528,12.187289238,0.7640204429999999,0.9510535002,,107.37687683,0.3872978985,4.0000143051,-0.015843308,113.36804199,173.38926697,12.250000954
1484,31/2-19 S,1762.8464,520091.78125,6753083.0,-1716.436157,12.168679237000001,0.7731795311,0.9637464881000001,2.1443009377,107.4140625,0.3511519432,4.0754776001,-0.021449607000000002,111.62502289,173.50541687,12.250000954
1485,31/2-19 S,1762.9984,520091.71875,6753083.0,-1716.555786,12.17361927,0.8123965859000001,1.0141435862000001,,108.52093506,0.333227843,4.0485749245,-0.017072966000000002,112.41644287,174.01229858,12.250000954
1486,31/2-19 S,1763.1504,520091.65625,6753083.5,-1716.675415,12.169114113,0.868227005,1.0825603008,,112.99427795,0.3225370049,3.9560301304000003,-0.015873492,104.68063354,175.59498596,12.250000954
1487,31/2-19 S,1763.3024,520091.59375,6753083.5,-1716.7950440000002,12.0987854,0.8918818831,1.1046653986,,112.25958252,0.3145370185,3.7686142920999997,-0.016705511,103.91234589,175.80659485,12.250000954
1488,31/2-19 S,1763.4544,520091.53125,6753083.5,-1716.914673,12.046084404,0.923053503,1.1445823908,,97.612419128,0.3126262426,3.6293742657,-0.017522309,99.493095398,176.4896698,12.250000954
1489,31/2-19 S,1763.6064,520091.4375,6753083.5,-1717.034302,12.074419975,0.9272803068000001,1.1213319302,,94.841957092,0.3090789914,3.56148386,-0.018950395,99.910293579,176.11236572,12.250000954
1490,31/2-19 S,1763.7584,520091.375,6753083.5,-1717.153809,12.084383965,0.9317983984999999,1.1424465179,,92.708702087,0.3102259934,3.6351103783,-0.021254331,99.490455627,176.51132202,12.250000954
1491,31/2-19 S,1763.9104,520091.3125,6753083.5,-1717.27356,12.076060295,0.9090296626000001,1.1223771572,,92.53502655,0.3214086592,3.9332892895,-0.01818845,103.46825409,177.73719788,12.250000954
1492,31/2-19 S,1764.0624,520091.25,6753083.5,-1717.393066,12.020207405,0.9038905501000001,1.1234481335,,89.65907287600001,0.3249309659,4.2282233238,-0.007359055,103.1859436,176.5921936,12.250000954
1493,31/2-19 S,1764.2144,520091.1875,6753084.0,-1717.512695,12.008261680999999,0.9111630320999999,1.1318188906,,84.73651123,0.3459315002,4.368340492200001,-0.008413386,103.23404694,176.21505737,12.250000954
1494,31/2-19 S,1764.3664,520091.125,6753084.0,-1717.632324,12.007511139000002,0.9066884518,1.1371469498,,81.887710571,0.383187145,4.0284523964,-0.012514698000000001,106.6446991,176.35383606,12.250000954
1495,31/2-19 S,1764.5184,520091.0625,6753084.0,-1717.7519530000002,12.025809288,0.903257966,1.1331005096,2.1330459118,96.921257019,0.4064401388,3.6460578442,-0.011142518999999998,108.70214081,173.99786377,12.250000954
1496,31/2-19 S,1764.6704,520090.96875,6753084.0,-1717.871582,11.949975967,0.8802354336,1.0993409157,,98.46333313,0.4003456533,3.2955431938,-0.010723622,96.977050781,174.12844849,12.250000954
1497,31/2-19 S,1764.8224,520090.90625,6753084.0,-1717.991089,11.909781456,0.8579441309,1.0632464886,,113.06478882,0.3591054976,3.1201484202999996,-0.019756431,93.54019928,175.12171936,12.250000954
1498,31/2-19 S,1764.9744,520090.84375,6753084.0,-1718.1108399999998,11.907540320999999,0.9078107476,1.1164953709,,102.93392181,0.3323853016,3.0009739399,-0.020298688,91.213233948,175.74310303,12.250000954
1499,31/2-19 S,1765.1264,520090.78125,6753084.0,-1718.230347,11.914180755999999,0.9422944784,1.1559772491,,84.34880065899999,0.33071103690000003,2.9415259361,-0.017053543,92.12613678,176.57727051,12.250000954
1500,31/2-19 S,1765.2784,520090.71875,6753084.0,-1718.3500980000001,11.972350121,1.0098986626000002,1.2456349134,2.1245424747,79.540351868,0.3358669281,2.9094681739999997,-0.01668714,94.528038025,176.74195862,12.250000954
1501,31/2-19 S,1765.4304,520090.65625,6753084.5,-1718.469604,12.029103279000001,0.9659577012,1.1795766354000001,,71.023300171,0.33216929440000004,2.8884985447000004,-0.017829396,93.888313293,176.26132202,12.250000954
1502,31/2-19 S,1765.5824,520090.59375,6753084.5,-1718.589233,12.059006690999999,0.911648035,1.1152118443999999,,70.298210144,0.3252637684,2.8897976875,-0.017740158,101.11701965,177.05363464,12.250000954
1503,31/2-19 S,1765.7344,520090.5,6753084.5,-1718.7088620000002,12.111116409000001,0.8863661289,1.083353281,,73.114585876,0.3159238696,3.0650894642,-0.021672177999999997,99.06523895299999,176.32398987,12.250000954
1504,31/2-19 S,1765.8864,520090.4375,6753084.5,-1718.828369,12.113289833,0.8767850398999999,1.0703023672,,75.461235046,0.3035805821,3.6298968792000004,-0.020664303000000002,101.23472595,175.16519165,12.250000954
1505,31/2-19 S,1766.0384,520090.375,6753084.5,-1718.94812,12.004172325,0.7697897553,0.9476126431999999,,79.84135437,0.3301228285,4.3840889931,-0.019112598,104.97138214,174.51722717,12.250000954
1506,31/2-19 S,1766.1904,520090.3125,6753084.5,-1719.067627,11.88704586,0.7134538293000001,0.8509343863,,86.692375183,0.3954651058,4.9826154709,-0.015477427,110.75996399,172.99360657,12.250000954
1507,31/2-19 S,1766.3424,520090.25,6753084.5,-1719.187378,12.893666267,0.7283960581000001,0.8766417503,,117.2672348,0.4869073331,5.2569289207,-0.006796326,114.41570282,172.43011475,12.250000954
1508,31/2-19 S,1766.4944,520090.1875,6753084.5,-1719.3068850000002,13.613826752000001,0.7774259448,0.9321976304,,128.1655426,0.5540495515,5.2749476433,0.000552756,115.12280273,171.31201172,12.250000954
1509,31/2-19 S,1766.6464,520090.125,6753085.0,-1719.426514,13.895330429000001,0.8000664115,0.9220643044,,128.94047546,0.5562787652000001,5.0907926559,7.40157e-05,113.49436951,170.96604919,12.250000954
1510,31/2-19 S,1766.7984,520090.0625,6753085.0,-1719.546143,13.785024643,0.8674380779,1.0123419762,,125.26815033,0.5277863741,4.7882609367,-0.001636745,110.73152924,169.14157104,12.250000954
1511,31/2-19 S,1766.9504,520089.96875,6753085.0,-1719.6657710000002,13.120828629000002,0.902385056,1.0818203687999999,,131.36419678,0.4716590643,4.4251298904,-0.009314173,108.83755493,168.18060303,12.250000954
1512,31/2-19 S,1767.1024,520089.90625,6753085.0,-1719.7854,12.193117142,0.8647052646,1.029447794,,128.51527405,0.4477377832,3.9639384747000004,-0.019938845,105.49993134,167.8525238,12.250000954
1513,31/2-19 S,1767.2544,520089.84375,6753085.0,-1719.905029,11.995211601,0.8361868858,1.0039525031999998,,121.22814178,0.4383855462,3.5384769439999997,-0.018099738,107.33515167,167.70783997,12.250000954
1514,31/2-19 S,1767.4064,520089.78125,6753085.0,-1720.0246579999998,11.9893713,0.8421322703,1.019662261,,121.27718353,0.4060511589,3.2863266468,-0.012058267,117.31128693,167.89616394,12.250000954
1515,31/2-19 S,1767.5584,520089.71875,6753085.0,-1720.144287,11.997138977,0.8499241471,1.0371115208,,118.38302612,0.3765202165,3.4106297493,-0.004843045,120.20656586,168.92552185,12.250000954
1516,31/2-19 S,1767.7104,520089.65625,6753085.5,-1720.2637940000002,12.010211945,0.8347609043,1.0162621737,,114.74262238,0.36607715490000003,3.6202590466,0.0001322835,119.50254822,168.65846252,12.250000954
1517,31/2-19 S,1767.8624,520089.59375,6753085.5,-1720.383423,12.092217445,0.8232149482,0.9920535088,2.0797095299,118.16862488,0.4197149575,4.0290780067,-0.001745669,119.52082825,166.96063232,12.250000954
1518,31/2-19 S,1768.0144,520089.53125,6753085.5,-1720.503052,12.085741042999999,0.8227362037,0.9884120822,,126.12120056,0.456006825,4.02460289,-0.005761418000000001,116.78164673,167.24310303,12.250000954
1519,31/2-19 S,1768.1664,520089.4375,6753085.5,-1720.6226809999998,11.957653045999999,0.805090785,0.9712480306999999,,138.43218994,0.43410760159999995,4.4024806023,-0.0054320209999999996,116.74753571,167.73442078,12.250000954
1520,31/2-19 S,1768.3184,520089.375,6753085.5,-1720.74231,11.957022667,0.7868692875,0.9453078508,,141.12486267,0.3754629791,4.732923030899999,-0.008066142,116.50829315,168.22195435,12.250000954
1521,31/2-19 S,1768.4704,520089.3125,6753085.5,-1720.861938,12.880943298,0.7870467305,0.9407265186,2.1033089161,143.86381531,0.337107867,5.2908039093,-0.012128346000000002,115.23927307,168.66961669999998,12.250000954
1522,31/2-19 S,1768.6224,520089.25,6753085.5,-1720.9815670000003,13.617203712,0.8033407331,0.9411254525,,134.23194885,0.3719451427,5.516808986699999,-0.010133595,118.15890503,168.80085754,12.250000954
1523,31/2-19 S,1768.7744,520089.1875,6753085.5,-1721.101074,13.438664436,0.8185787797,0.9356850386,,131.06234741,0.4418023825,5.702128410299999,-0.007229134,119.5297699,168.0521698,12.250000954
1524,31/2-19 S,1768.9264,520089.125,6753086.0,-1721.220825,13.25295639,0.8348002434,0.9680293798,2.1218850613,143.50273132,0.4660049975,5.973654747,-0.008963516999999999,124.09343719,165.85400391,12.250000954
1525,31/2-19 S,1769.0784,520089.0625,6753086.0,-1721.340332,13.328720093,0.9293748140000001,1.0980747938,2.1099939346000003,145.81175232,0.4536543489,6.1758513451,-0.019491602,122.128685,164.77067566,12.250000954
1526,31/2-19 S,1769.2304,520088.96875,6753086.0,-1721.459961,13.40628624,0.9473842382,1.0978637934,,160.28488159,0.4282543361,6.132330894500001,-0.025514172,122.44474029999999,163.82185364,12.250000954
1527,31/2-19 S,1769.3824,520088.90625,6753086.0,-1721.5795899999998,13.523188590999998,0.9195823669,1.0515344143,,161.84817505,0.4334669411,5.9134292603,-0.024959056,123.45891571,164.02526855,12.250000954
1528,31/2-19 S,1769.5344,520088.84375,6753086.0,-1721.699219,13.580616951,0.8885639906,1.0110808611,2.1092076302000002,164.19125366,0.4286795259,5.5705513954,-0.02156798,123.70090485,163.47669983,12.250000954
1529,31/2-19 S,1769.6864,520088.78125,6753086.0,-1721.8188480000001,13.606255530999999,0.8873307109,1.0038566589,2.1278166771,170.59020996,0.3992834687,5.3126707077,-0.015392127,123.13478088,164.45570374,12.250000954
1530,31/2-19 S,1769.8384,520088.71875,6753086.0,-1721.938354,12.440768242,0.9007275701,1.0150971413,,158.80589294,0.38252964619999996,5.0699319839,-0.011859843,121.04367828,166.2857666,12.250000954
1531,31/2-19 S,1769.9904,520088.65625,6753086.5,-1722.058105,12.007506371,0.9197005629999999,1.0636634827,2.1839818954,144.84950256,0.373126775,4.3009819984,-0.010351969,108.20133209,167.37876892,12.250000954
1532,31/2-19 S,1770.1424,520088.59375,6753086.5,-1722.1776120000002,11.973306655999998,0.9400417209,1.1024929285,,137.12275696,0.35389843579999997,3.5147669314999996,-0.010257481,102.84947968,167.85777283,12.250000954
1533,31/2-19 S,1770.2944,520088.5,6753086.5,-1722.297241,11.993682861,0.9449493289,1.1068748236,,123.41440582,0.3137280643,2.9782488346,-0.013439108,101.11541748,169.2618103,12.250000954
1534,31/2-19 S,1770.4464,520088.4375,6753086.5,-1722.41687,12.03864193,0.9221829176,1.0851383209,,103.78953552,0.2716189027,2.8104376793,-0.018210759,95.579574585,171.2381897,12.250000954
1535,31/2-19 S,1770.5984,520088.375,6753086.5,-1722.5364989999998,12.108531952,0.8261543512,0.9693086743000001,,86.6745224,0.2659519613,2.7270755768,-0.020859053,94.51615142799999,172.80807495,12.250000954
1536,31/2-19 S,1770.7504,520088.3125,6753086.5,-1722.656128,12.12628746,0.7917879224,0.926158011,,81.65176391600001,0.2672884464,2.6769800186,-0.021921521,98.071586609,172.63943481,12.250000954
1537,31/2-19 S,1770.9024,520088.25,6753086.5,-1722.775757,12.131322861,0.777043879,0.9122472405,2.1821961403,77.91583252,0.2797110379,2.6488528252,-0.023261419,101.54682922,171.14501953,12.250000954
1538,31/2-19 S,1771.0544,520088.1875,6753086.5,-1722.895386,12.124365807,0.7703362106999999,0.891143322,,75.876243591,0.2828370035,2.7072701454000003,-0.020822046,102.00242615,168.77264404,12.250000954
1539,31/2-19 S,1771.2064,520088.125,6753087.0,-1723.015015,12.143048285999999,0.7937782406999999,0.9085632562999999,,85.955993652,0.2848532796,2.9269933701,-0.019846193,115.66381073,168.37976074,12.250000954
1540,31/2-19 S,1771.3584,520088.03125,6753087.0,-1723.1346440000002,12.265433310999999,0.7892207503,0.9055133462,2.1478664875,96.001243591,0.2879525125,3.5708401202999998,-0.019416798,121.90132904,167.43159485,12.250000954
1541,31/2-19 S,1771.5104,520087.96875,6753087.0,-1723.25415,12.315312385999999,0.7989661098,0.9040275812,,126.32299805,0.3077944815,4.7087707519999995,-0.01555748,128.06497192,164.64271545,12.250000954
1542,31/2-19 S,1771.6624,520087.90625,6753087.0,-1723.373779,12.761802673,0.8050789832999999,0.9145472645999999,1.9081895351,139.14590454,0.3409493566,5.4939808846,-0.020565355,132.64268494,163.77986145,12.250000954
1543,31/2-19 S,1771.8144,520087.84375,6753087.0,-1723.4934079999998,13.57756424,0.8243598342,0.9258162379000001,,143.22953796,0.36899423600000003,5.8276543617,-0.021589762999999998,134.85475159,163.79740906,12.250000954
1544,31/2-19 S,1771.9664,520087.78125,6753087.0,-1723.613037,14.190252304000001,0.8498779535,0.9573512076999999,,148.00320435,0.39598742130000003,5.7813897133,-0.012833859,137.44898987,163.19833374,12.250000954
1545,31/2-19 S,1772.1184,520087.71875,6753087.0,-1723.732666,15.724122047,0.8609457016,0.9435742497,,148.17289734,0.44247323270000005,5.8068065642999995,-0.0043750659999999995,137.7525177,160.59892273,12.250000954
1546,31/2-19 S,1772.2704,520087.65625,6753087.5,-1723.852295,14.071177483,0.8851698041,0.9494367242,,159.52015686,0.4882286191,5.873916626000001,0.0021540683,140.28848267,159.39025879,12.250000954
1547,31/2-19 S,1772.4224,520087.59375,6753087.5,-1723.971924,13.937554359000002,0.8855937123000001,0.9767149090999999,,145.67228699,0.5125645399000001,5.8246464729,0.015743307800000002,139.1590271,158.96948242,12.250000954
1548,31/2-19 S,1772.5744,520087.53125,6753087.5,-1724.0915530000002,14.428951263,0.9180104733,1.0006498098,,146.97698975,0.5099440813,5.3787875175,0.031502887599999994,137.29998779,159.06135559,12.250000954
1549,31/2-19 S,1772.7264,520087.46875,6753087.5,-1724.21106,14.399407387,0.9279687405,0.9944640398000001,2.0506687163999997,147.36322021,0.5103225708,5.0518698692,0.030003413599999997,134.84042358,157.12876892,12.250000954
1550,31/2-19 S,1772.8784,520087.40625,6753087.5,-1724.330811,14.57937336,0.9247834681999999,0.9872173667,,148.24009705,0.513076365,4.7813339233,0.035205513199999997,129.20129395,154.67962646,12.250000954
1551,31/2-19 S,1773.0304,520087.34375,6753087.5,-1724.4503170000003,14.570022583,0.9358480573000001,0.9945079088,,146.89549255,0.5048496127000001,4.7070250511000005,0.035044882400000005,118.09534454,154.0625,12.250000954
1552,31/2-19 S,1773.1824,520087.28125,6753087.5,-1724.569946,14.35367012,0.9264307618000001,0.9852269887999999,,147.81958008,0.4845766425,4.6757807732,0.0249871388,120.57980347,154.0625,12.250000954
1553,31/2-19 S,1773.3344,520087.1875,6753087.5,-1724.689575,14.008659363,0.8788811564,0.936057508,,147.40174866,0.4923866093,4.8416199684,0.011960629399999999,121.27646637,153.10137939,12.250000954
1554,31/2-19 S,1773.4864,520087.125,6753088.0,-1724.809204,13.70390892,0.8438181281,0.9006559253,,146.57244873,0.5221624970000001,4.9556980133,-0.001961155,124.12590790000002,152.38517761,12.250000954
1555,31/2-19 S,1773.6384,520087.0625,6753088.0,-1724.9288329999997,14.096619605999999,0.8513587712999999,0.9127936959,1.8828800917,144.38082886,0.5644527674,5.0564455986,-0.00899895,129.81045532,152.25,12.250000954
1556,31/2-19 S,1773.7904,520087.0,6753088.0,-1725.0483399999998,14.869213104000002,0.8903677464,0.940790534,,143.35987854,0.5465472937,5.073636055,-0.011214173000000001,130.14720154,151.84251404,12.250000954
1557,31/2-19 S,1773.9424,520086.9375,6753088.0,-1725.168091,15.190853119000002,0.9586052895,0.9922235608,,145.21044922,0.4898162782,5.0294957161000005,-0.011960893,133.00784302,152.2739563,12.250000954
1558,31/2-19 S,1774.0944,520086.875,6753088.0,-1725.2875980000001,15.119497299,1.0022220612000001,1.0221606493000002,,142.86048889,0.4511128664,4.9407863617,-0.0103021,134.29364014,152.67979431,12.250000954
1559,31/2-19 S,1774.2464,520086.8125,6753088.0,-1725.407227,14.509831429,1.017850399,1.0313125849,,144.30259705,0.4402204752,4.758374691,0.0010047243,136.42886353,152.48129272,12.250000954
1560,31/2-19 S,1774.3984,520086.71875,6753088.0,-1725.526855,14.712146759000001,1.0349495411,1.0599571466,2.160217762,140.00653076,0.4543349147,4.8671536446,0.007127559300000001,132.73606873,152.41961669999998,12.250000954
1561,31/2-19 S,1774.5504,520086.65625,6753088.0,-1725.6464839999999,14.693499565,1.0526496172,1.0801178217,,143.33238219999998,0.45570549369999996,4.9491834641,0.0103895012,132.77238464,152.92651367,12.250000954
1562,31/2-19 S,1774.7024,520086.59375,6753088.5,-1725.766113,14.099531174000001,1.061822772,1.0901361704,,149.07238769999998,0.4725086689,4.9352698325999995,0.014447243899999998,130.93363953,152.54920959,12.250000954
1563,31/2-19 S,1774.8544,520086.53125,6753088.5,-1725.8857420000002,13.802063942,1.0350054502,1.0782262087,,149.45449829,0.5216443539,4.9133615494,0.0227603689,133.45800781,152.13598633,12.250000954
1564,31/2-19 S,1775.0064,520086.46875,6753088.5,-1726.0053710000002,14.066986084000002,0.9939084053,1.0405464172,,130.97544861,0.5403068066,4.9570498466,0.024715222400000004,129.89369202,152.76591492,12.250000954
1565,31/2-19 S,1775.1584,520086.40625,6753088.5,-1726.124878,13.843276024000001,1.1353527308,1.1880307198,,129.48857117,0.502286613,5.0536551476,0.0371944867,122.33398438,152.75590515,12.250000954
1566,31/2-19 S,1775.3104,520086.34375,6753088.5,-1726.244507,13.943641663,1.1649748087,1.2141819,,127.86980438,0.4136797786,5.0373382568,0.0606427826,121.37010956,152.27592468,12.250000954
1567,31/2-19 S,1775.4624,520086.25,6753088.5,-1726.364136,14.051699637999999,1.1450877190000002,1.1869666576,,126.48069763,0.36093831060000003,5.0946874618999995,0.0704170614,126.44709778,151.64682007,12.250000954
1568,31/2-19 S,1775.6144,520086.1875,6753088.5,-1726.483765,14.057243347,1.1432693004999999,1.1790810823,,118.28710938,0.376583457,4.980023860899999,0.0726165324,130.1227417,151.65403748,12.250000954
1569,31/2-19 S,1775.7664,520086.125,6753089.0,-1726.6033940000002,14.369846344,1.1406079531,1.1718467474,,114.77282715,0.4338112772,4.6590075493,0.06360498070000001,136.83631897,151.40486145,12.250000954
1570,31/2-19 S,1775.9184,520086.0625,6753089.0,-1726.723022,13.839902878,1.1367868184999999,1.1671307087,,122.10882568,0.4676343799,4.3982648849,0.0427272953,141.42443848,150.99212646,12.250000954
1571,31/2-19 S,1776.0704,520086.0,6753089.0,-1726.842529,13.678076744,0.9992086887,1.0220361948,2.1693644524,126.6171875,0.4699693024,4.3069329262,0.0206086617,141.91139221,150.78936768,12.250000954
1572,31/2-19 S,1776.2224,520085.9375,6753089.0,-1726.961914,14.177210808,0.9597020745,0.9946293831,,130.78089905,0.45417401189999995,4.4523873329,0.0122622047,140.21000671,151.21916199,12.250000954
1573,31/2-19 S,1776.3744,520085.875,6753089.0,-1727.081421,14.075845718,0.9879026412999999,1.0167107582,,134.54301453,0.45025119189999996,4.6320590973,0.0071493438,138.64672852,151.26754761,12.250000954
1574,31/2-19 S,1776.5264,520085.78125,6753089.0,-1727.2009280000002,13.816933632000001,0.9923756123,1.0225275755,,136.45024109,0.463892132,4.7412810326,0.0006984251,136.79252625,151.1875,12.250000954
1575,31/2-19 S,1776.6784,520085.71875,6753089.0,-1727.320435,13.79249382,0.9976152778,1.0295264721,,142.73834229,0.4725656211,4.7111873627,-0.0007254589999999999,133.4200592,151.35614014,12.250000954
1576,31/2-19 S,1776.8304,520085.65625,6753089.0,-1727.4398190000002,14.250998497000001,0.9939448833,1.0205774307,,143.11997986,0.4793425202,4.7526435851999995,0.0008766404,131.39418030000002,151.60548401,12.250000954
1577,31/2-19 S,1776.9824,520085.59375,6753089.5,-1727.559326,14.223175049000002,1.0083031654,1.0261101723000001,2.1256597042,147.24183655,0.4651338756,4.7748203278,0.0004291339,129.59762573,152.35679626,12.250000954
1578,31/2-19 S,1777.1344,520085.53125,6753089.5,-1727.678711,14.714333534000001,1.0551667213,1.0731999874,,150.91957092,0.43473333119999996,4.8826003075,-0.003033333,128.83537292,152.22917175,12.250000954
1579,31/2-19 S,1777.2864,520085.46875,6753089.5,-1727.798096,15.023952484,1.1042146683,1.1120618582,,152.13356018,0.42542651299999995,4.7286996841,-0.003437533,129.69447327,152.3735199,12.250000954
